Surface,TypeName,Comment,Radius,Thickness,Material,SemiDiameter,Conic,A2,A4,A6,A8,A10,A12,A14,A16
0,Standard,,Inf,Inf,"",Inf,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1,Standard,,48.984,3.395,"1.77,46.8",14.775,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2,Standard,,1676.347,0.095,"",14.775,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
3,Standard,,19.388,4.025,"1.80,45.6",13.345,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
4,Standard,,33.29,1.26,"",12.375,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
5,Standard,,67.4709999999999,0.97,"1.72,29.5",13.345,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
6,Standard,,15.627,5.79,"",10.56,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
7,Standard,,Inf,5.31,"",10.2405,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
8,Standard,,-16.267,0.97,"1.65,33.8",10.425,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
9,Standard,,-211.893,4.8,"1.77,46.8",12.15,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
10,Standard,,-20.232,0.095,"",12.15,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
11,Standard,,380.200999999999,2.765,"1.71,53.9",12.275,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
12,Standard,,-52.2030000000001,37.1,"",12.275,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
13,Standard,,Inf,Inf,"",21.6,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
