Y Angle (deg),Tan Shift,Sag Shift,Real Height,Ref. Height,Distortion,Wavelength
0.00000000,-174.76909,-174.76909,0.00000000,0.00000000,0.00000000,0.486133 µm.
0.00000000,-174.76909,-174.76909,0.00000000,0.00000000,0.00000000,0.486133 µm.
0.13805276,-174.76860,-174.76887,0.21101686,0.21101675,4.8424119E-005,0.486133 µm.
0.13805276,-174.76860,-174.76887,0.21101686,0.21101675,4.8424119E-005,0.486133 µm.
0.27610552,-174.76713,-174.76821,0.42203678,0.42203596,1.9368742E-004,0.486133 µm.
0.27610552,-174.76713,-174.76821,0.42203678,0.42203596,1.9368742E-004,0.486133 µm.
0.41415828,-174.76468,-174.76712,0.63306282,0.63306006,4.3576032E-004,0.486133 µm.
0.41415828,-174.76468,-174.76712,0.63306282,0.63306006,4.3576032E-004,0.486133 µm.
0.55221104,-174.76125,-174.76559,0.84409806,0.84409152,7.7459384E-004,0.486133 µm.
0.55221104,-174.76125,-174.76559,0.84409806,0.84409152,7.7459384E-004,0.486133 µm.
0.69026379,-174.75686,-174.76363,1.0551455,1.0551328,1.2101194E-003,0.486133 µm.
0.69026379,-174.75686,-174.76363,1.0551455,1.0551328,1.2101194E-003,0.486133 µm.
0.82831655,-174.75150,-174.76124,1.2662083,1.2661863,1.7422485E-003,0.486133 µm.
0.82831655,-174.75150,-174.76124,1.2662083,1.2661863,1.7422485E-003,0.486133 µm.
0.96636931,-174.74518,-174.75841,1.4772895,1.4772545,2.3708728E-003,0.486133 µm.
0.96636931,-174.74518,-174.75841,1.4772895,1.4772545,2.3708728E-003,0.486133 µm.
1.1044221,-174.73791,-174.75515,1.6883921,1.6883399,3.0958642E-003,0.486133 µm.
1.1044221,-174.73791,-174.75515,1.6883921,1.6883399,3.0958642E-003,0.486133 µm.
1.2424748,-174.72971,-174.75146,1.8995193,1.8994449,3.9170739E-003,0.486133 µm.
1.2424748,-174.72971,-174.75146,1.8995193,1.8994449,3.9170739E-003,0.486133 µm.
1.3805276,-174.72058,-174.74735,2.1106739,2.1105719,4.8343331E-003,0.486133 µm.
1.3805276,-174.72058,-174.74735,2.1106739,2.1105719,4.8343331E-003,0.486133 µm.
1.5185803,-174.71054,-174.74281,2.3218592,2.3217235,5.8474520E-003,0.486133 µm.
1.5185803,-174.71054,-174.74281,2.3218592,2.3217235,5.8474520E-003,0.486133 µm.
1.6566331,-174.69960,-174.73786,2.5330782,2.5329020,6.9562203E-003,0.486133 µm.
1.6566331,-174.69960,-174.73786,2.5330782,2.5329020,6.9562203E-003,0.486133 µm.
1.7946859,-174.68779,-174.73249,2.7443339,2.7441100,8.1604062E-003,0.486133 µm.
1.7946859,-174.68779,-174.73249,2.7443339,2.7441100,8.1604062E-003,0.486133 µm.
1.9327386,-174.67511,-174.72670,2.9556295,2.9553499,9.4597565E-003,0.486133 µm.
1.9327386,-174.67511,-174.72670,2.9556295,2.9553499,9.4597565E-003,0.486133 µm.
2.0707914,-174.66159,-174.72051,3.1669678,3.1666241,0.010853996,0.486133 µm.
2.0707914,-174.66159,-174.72051,3.1669678,3.1666241,0.010853996,0.486133 µm.
2.2088441,-174.64725,-174.71391,3.3783521,3.3779352,0.012342828,0.486133 µm.
2.2088441,-174.64725,-174.71391,3.3783521,3.3779352,0.012342828,0.486133 µm.
2.3468969,-174.63212,-174.70691,3.5897853,3.5892855,0.013925932,0.486133 µm.
2.3468969,-174.63212,-174.70691,3.5897853,3.5892855,0.013925932,0.486133 µm.
2.4849497,-174.61620,-174.69951,3.8012706,3.8006776,0.015602965,0.486133 µm.
2.4849497,-174.61620,-174.69951,3.8012706,3.8006776,0.015602965,0.486133 µm.
2.6230024,-174.59954,-174.69172,4.0128109,4.0121138,0.017373562,0.486133 µm.
2.6230024,-174.59954,-174.69172,4.0128109,4.0121138,0.017373562,0.486133 µm.
2.7610552,-174.58216,-174.68355,4.2244093,4.2235968,0.019237330,0.486133 µm.
2.7610552,-174.58216,-174.68355,4.2244093,4.2235968,0.019237330,0.486133 µm.
2.8991079,-174.56409,-174.67500,4.4360689,4.4351289,0.021193856,0.486133 µm.
2.8991079,-174.56409,-174.67500,4.4360689,4.4351289,0.021193856,0.486133 µm.
3.0371607,-174.54536,-174.66607,4.6477927,4.6467127,0.023242699,0.486133 µm.
3.0371607,-174.54536,-174.66607,4.6477927,4.6467127,0.023242699,0.486133 µm.
3.1752135,-174.52600,-174.65677,4.8595838,4.8583506,0.025383393,0.486133 µm.
3.1752135,-174.52600,-174.65677,4.8595838,4.8583506,0.025383393,0.486133 µm.
3.3132662,-174.50605,-174.64712,5.0714451,5.0700450,0.027615446,0.486133 µm.
3.3132662,-174.50605,-174.64712,5.0714451,5.0700450,0.027615446,0.486133 µm.
3.4513190,-174.48554,-174.63711,5.2833798,5.2817985,0.029938339,0.486133 µm.
3.4513190,-174.48554,-174.63711,5.2833798,5.2817985,0.029938339,0.486133 µm.
3.5893717,-174.46452,-174.62676,5.4953908,5.4936136,0.032351525,0.486133 µm.
3.5893717,-174.46452,-174.62676,5.4953908,5.4936136,0.032351525,0.486133 µm.
3.7274245,-174.44301,-174.61606,5.7074813,5.7054927,0.034854428,0.486133 µm.
3.7274245,-174.44301,-174.61606,5.7074813,5.7054927,0.034854428,0.486133 µm.
3.8654772,-174.42107,-174.60504,5.9196542,5.9174383,0.037446443,0.486133 µm.
3.8654772,-174.42107,-174.60504,5.9196542,5.9174383,0.037446443,0.486133 µm.
4.0035300,-174.39874,-174.59369,6.1319125,6.1294529,0.040126937,0.486133 µm.
4.0035300,-174.39874,-174.59369,6.1319125,6.1294529,0.040126937,0.486133 µm.
4.1415828,-174.37606,-174.58203,6.3442593,6.3415391,0.042895243,0.486133 µm.
4.1415828,-174.37606,-174.58203,6.3442593,6.3415391,0.042895243,0.486133 µm.
4.2796355,-174.35309,-174.57007,6.5566977,6.5536993,0.045750664,0.486133 µm.
4.2796355,-174.35309,-174.57007,6.5566977,6.5536993,0.045750664,0.486133 µm.
4.4176883,-174.32987,-174.55781,6.7692305,6.7659360,0.048692469,0.486133 µm.
4.4176883,-174.32987,-174.55781,6.7692305,6.7659360,0.048692469,0.486133 µm.
4.5557410,-174.30645,-174.54527,6.9818609,6.9782517,0.051719894,0.486133 µm.
4.5557410,-174.30645,-174.54527,6.9818609,6.9782517,0.051719894,0.486133 µm.
4.6937938,-174.28289,-174.53245,7.1945918,7.1906490,0.054832140,0.486133 µm.
4.6937938,-174.28289,-174.53245,7.1945918,7.1906490,0.054832140,0.486133 µm.
4.8318466,-174.25925,-174.51937,7.4074263,7.4031304,0.058028372,0.486133 µm.
4.8318466,-174.25925,-174.51937,7.4074263,7.4031304,0.058028372,0.486133 µm.
4.9698993,-174.23559,-174.50604,7.6203673,7.6156983,0.061307719,0.486133 µm.
4.9698993,-174.23559,-174.50604,7.6203673,7.6156983,0.061307719,0.486133 µm.
5.1079521,-174.21197,-174.49247,7.8334178,7.8283553,0.064669270,0.486133 µm.
5.1079521,-174.21197,-174.49247,7.8334178,7.8283553,0.064669270,0.486133 µm.
5.2460048,-174.18845,-174.47867,8.0465809,8.0411039,0.068112074,0.486133 µm.
5.2460048,-174.18845,-174.47867,8.0465809,8.0411039,0.068112074,0.486133 µm.
5.3840576,-174.16511,-174.46465,8.2598594,8.2539467,0.071635143,0.486133 µm.
5.3840576,-174.16511,-174.46465,8.2598594,8.2539467,0.071635143,0.486133 µm.
5.5221104,-174.14201,-174.45043,8.4732564,8.4668862,0.075237442,0.486133 µm.
5.5221104,-174.14201,-174.45043,8.4732564,8.4668862,0.075237442,0.486133 µm.
5.6601631,-174.11922,-174.43602,8.6867749,8.6799249,0.078917895,0.486133 µm.
5.6601631,-174.11922,-174.43602,8.6867749,8.6799249,0.078917895,0.486133 µm.
5.7982159,-174.09683,-174.42144,8.9004177,8.8930653,0.082675381,0.486133 µm.
5.7982159,-174.09683,-174.42144,8.9004177,8.8930653,0.082675381,0.486133 µm.
5.9362686,-174.07490,-174.40669,9.1141879,9.1063101,0.086508733,0.486133 µm.
5.9362686,-174.07490,-174.40669,9.1141879,9.1063101,0.086508733,0.486133 µm.
6.0743214,-174.05353,-174.39180,9.3280883,9.3196618,0.090416732,0.486133 µm.
6.0743214,-174.05353,-174.39180,9.3280883,9.3196618,0.090416732,0.486133 µm.
6.2123742,-174.03280,-174.37678,9.5421220,9.5331229,0.094398115,0.486133 µm.
6.2123742,-174.03280,-174.37678,9.5421220,9.5331229,0.094398115,0.486133 µm.
6.3504269,-174.01280,-174.36164,9.7562918,9.7466960,0.098451562,0.486133 µm.
6.3504269,-174.01280,-174.36164,9.7562918,9.7466960,0.098451562,0.486133 µm.
6.4884797,-173.99361,-174.34641,9.9706007,9.9603837,0.10257570,0.486133 µm.
6.4884797,-173.99361,-174.34641,9.9706007,9.9603837,0.10257570,0.486133 µm.
6.6265324,-173.97535,-174.33109,10.185051,10.174189,0.10676911,0.486133 µm.
6.6265324,-173.97535,-174.33109,10.185051,10.174189,0.10676911,0.486133 µm.
6.7645852,-173.95810,-174.31571,10.399647,10.388113,0.11103030,0.486133 µm.
6.7645852,-173.95810,-174.31571,10.399647,10.388113,0.11103030,0.486133 µm.
6.9026379,-173.94197,-174.30028,10.614390,10.602160,0.11535773,0.486133 µm.
6.9026379,-173.94197,-174.30028,10.614390,10.602160,0.11535773,0.486133 µm.
7.0406907,-173.92706,-174.28483,10.829284,10.816332,0.11974979,0.486133 µm.
7.0406907,-173.92706,-174.28483,10.829284,10.816332,0.11974979,0.486133 µm.
7.1787435,-173.91351,-174.26937,11.044332,11.030631,0.12420481,0.486133 µm.
7.1787435,-173.91351,-174.26937,11.044332,11.030631,0.12420481,0.486133 µm.
7.3167962,-173.90140,-174.25393,11.259535,11.245060,0.12872107,0.486133 µm.
7.3167962,-173.90140,-174.25393,11.259535,11.245060,0.12872107,0.486133 µm.
7.4548490,-173.89088,-174.23852,11.474898,11.459623,0.13329675,0.486133 µm.
7.4548490,-173.89088,-174.23852,11.474898,11.459623,0.13329675,0.486133 µm.
7.5929017,-173.88207,-174.22317,11.690422,11.674320,0.13792999,0.486133 µm.
7.5929017,-173.88207,-174.22317,11.690422,11.674320,0.13792999,0.486133 µm.
7.7309545,-173.87509,-174.20789,11.906112,11.889156,0.14261883,0.486133 µm.
7.7309545,-173.87509,-174.20789,11.906112,11.889156,0.14261883,0.486133 µm.
7.8690073,-173.87009,-174.19271,12.121968,12.104132,0.14736124,0.486133 µm.
7.8690073,-173.87009,-174.19271,12.121968,12.104132,0.14736124,0.486133 µm.
8.0070600,-173.86721,-174.17767,12.337995,12.319251,0.15215513,0.486133 µm.
8.0070600,-173.86721,-174.17767,12.337995,12.319251,0.15215513,0.486133 µm.
8.1451128,-173.86660,-174.16277,12.554195,12.534516,0.15699831,0.486133 µm.
8.1451128,-173.86660,-174.16277,12.554195,12.534516,0.15699831,0.486133 µm.
8.2831655,-173.86840,-174.14804,12.770570,12.749930,0.16188850,0.486133 µm.
8.2831655,-173.86840,-174.14804,12.770570,12.749930,0.16188850,0.486133 µm.
8.4212183,-173.87279,-174.13352,12.987124,12.965494,0.16682335,0.486133 µm.
8.4212183,-173.87279,-174.13352,12.987124,12.965494,0.16682335,0.486133 µm.
