Results for:	Relative Illumination Data


File:	C:\Users\User\OneDrive - Massachusetts Institute of Technology\Documents\MIT\Grad School\Classes\2.156\Lens Project\Prime Lenses\JP1963-002613_Example01_Tale12.zmx
Title:	Nikon Nikkor-H 2.8cm f/3.5 (JP1963-002613 Example 1)
Date:	11/7/2025 4:07:37 PM

0 message(s) in output.
Wavelength: 0.587562 µm
Field values are in Millimeters
Relative Illumination values are dimensionless.
1 series table(s) in output.

Table series: See program documentation for a discussion of Effective F/#.
         Y Field        Rel. Ill   Effective F/#
  --------------  --------------  --------------
      0.00000000       1.0000000       3.6612806
       1.0800000      0.99903936       3.6630405
       2.1600000      0.99067547       3.6784708
       3.2400000      0.98559994       3.6879301
       4.3200000      0.97848763       3.7013090
       5.4000000      0.96263142       3.7316680
       6.4800000      0.95266198       3.7511428
       7.5600000      0.92886135       3.7988975
       8.6400000      0.89729675       3.8651377
       9.7200000      0.85944962       3.9493244
       10.800000      0.79303769       4.1113656
       11.880000      0.75754816       4.2065678
       12.960000      0.72392833       4.3031376
       14.040000      0.67177367       4.4670574
       15.120000      0.62092558       4.6463641
       16.200000      0.58001473       4.8074359
       17.280000      0.50841966       5.1347801
       18.360000      0.45089125       5.4525181
       19.440000      0.41281828       5.6984082
       20.520000      0.31869520       6.4855268
       21.600000      0.24579545       7.3849252
