Surface,TypeName,Comment,Radius,Thickness,Material,SemiDiameter,Conic,A2,A4,A6,A8,A10,A12,A14,A16
0,Standard,,Inf,23.46,"",0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1,Standard,,48.0181000000001,2,"2.00,29.1",26.84,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2,Standard,,16.1496,11.7878,"",15.78,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
3,Standard,,130.0628,1,"1.77,49.6",15.78,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
4,Standard,,22.9172,4.5849,"",13.17,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
5,Standard,,726.703900000001,3.0085,"1.85,23.8",12.4,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
6,Standard,,-49.4026,2.5549,"",12.4,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
7,Standard,,-23.4133,0.8,"1.77,49.6",12.12,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
8,Standard,,-1084.3029,10.2212,"",12.54,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
9,Even Asphere,,104.752,2.484,"1.81,40.7",11.11,0,0,-1.1788e-06,-7.2708e-08,6.1681e-10,-2.5605e-12,0,0,0
10,Standard,,-69.9012999999999,0.8,"1.85,23.8",11.11,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
11,Standard,,1000,3.3146,"",11.11,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
12,Standard,,80.3861000000001,2.5949,"1.95,32.3",10.34,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
13,Standard,,-61.7239000000002,0.15,"",10.34,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
14,Standard,,28.8747,2.0551,"2.00,29.1",9.04,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
15,Standard,,76.5246000000002,1.7481,"",9.04,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
16,Standard,,166.6079,0.8,"1.49,70.4",9.32,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
17,Standard,,17.4628,4.1322,"",8.73,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
18,Standard,,Inf,0.854,"",7.4525,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
19,Standard,,30.0108,2.7674,"1.44,95.1",8.53,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
20,Standard,,-395.6973,0.15,"",8.53,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
21,Standard,,17.5728,3.7649,"1.44,95.1",7.55,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
22,Standard,,-65.4343,0.8,"1.92,23.9",8.25,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
23,Standard,,29.9433,1.8692,"",8.25,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
24,Standard,,48.5853999999999,2.1908,"1.59,68.6",7.45,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
25,Standard,,-76.4818999999999,0.6275,"",7.45,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
26,Standard,,679.7559,0.8,"1.85,23.8",9.46,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
27,Standard,,22.7381,1.1944,"",7.855,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
28,Standard,,149.1524,2.2243,"1.80,46.5",7.855,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
29,Standard,,-49.9777000000001,0.15,"",9.46,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
30,Standard,,21.0582,3.8827,"1.44,95.1",10.78,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
31,Standard,,120,0.15,"",10.78,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
32,Standard,,28.4961,3.3685,"1.44,95.1",10.96,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
33,Standard,,Inf,12.7099,"",10.96,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
34,Standard,,Inf,4,"1.52,64.1",12.61,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
35,Standard,,Inf,1,"",12.61,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
36,Standard,,Inf,Inf,"",11.6,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
