Surface,TypeName,Comment,Radius,Thickness,Material,SemiDiameter,Conic,A2,A4,A6,A8,A10,A12,A14,A16
0,Standard,,Inf,Inf,"",Inf,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1,Standard,,58.9300000000001,7.67,"2.00,25.5",29.395,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2,Standard,,235.051,1.232,"",27.795,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
3,Standard,,40.2109999999999,10.395,"1.50,81.6",25.565,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
4,Standard,,Inf,1.9,"1.85,23.8",25.565,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
5,Standard,,29.846,3.637,"",19.955,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
6,Standard,,35.9049999999999,6.862,"1.77,49.6",20.69,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
7,Standard,,225.077,1.94373,"",19.29,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
8,Standard,,656.333000000001,1,"1.71,53.9",19.29,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
9,Standard,,31.93,9.91877,"",17.19,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
10,Standard,,Inf,4.197,"",16.097,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
11,Standard,,541.689,1.9,"1.76,27.5",16.57,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
12,Standard,,19.223,10.447,"1.71,53.9",15.81,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
13,Standard,,-94.8860000000002,2.331,"",15.81,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
14,Standard,,-44.1710000000001,1.5,"1.76,27.5",15.81,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
15,Standard,,33.915,6.366,"1.92,20.9",16.09,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
16,Standard,,-167.037,4.428,"",16.09,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
17,Standard,,145.893,4.589,"2.00,29.1",16.07,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
18,Standard,,-65.755,16.474,"",16.07,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
19,Standard,,-36.344,1.5,"1.95,18.0",16.38,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
20,Standard,,-64.119,14.678,"",17.71,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
21,Standard,,Inf,2.5,"1.52,64.2",25.67,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
22,Standard,,Inf,0.5,"",25.67,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
23,Standard,,Inf,Inf,"",21.63,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
