Surface,TypeName,Comment,Radius,Thickness,Material,SemiDiameter,Conic,A2,A4,A6,A8,A10,A12,A14,A16
0,Standard,,Inf,Inf,,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1,Standard,,34.8470297724,3.9624,480R,8,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2,Standard,,-16.9446297632,0.9906,SF18,8,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
3,Standard,,-40.921540204,18.64307676945,,8,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
4,Standard,,Inf,5.69012323055,,2.403559412671,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
5,Standard,,13.4164377848,3.3528,LAC15,3,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
6,Standard,,-124.7544204424,1.651,,3,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
7,Standard,,66.0083160146,1.3208,SF18,2.8,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
8,Standard,,5.930838024,3.302,LF1,2.8,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
9,Standard,,-40.311061745,1.397,,2.8,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
10,Standard,,-13.545944206,0.3302,J-LASF02,2.5,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
11,Standard,,111.7465904002,2.216721574974,,2.5,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
12,Standard,,Inf,Inf,,2.68308958902,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
