Surface,TypeName,Comment,Radius,Thickness,Material,SemiDiameter,Conic,A2,A4,A6,A8,A10,A12,A14,A16
0,Standard,,Inf,Inf,"",Inf,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1,Standard,,46.531,6.125,"1.79,47.4",17.92,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2,Standard,,209.4575,1.25,"",17.92,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
3,Standard,,21.1635,7.375,"1.65,57.8",15.94,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
4,Standard,,75.0469999999998,2.798,"1.69,30.9",15.94,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
5,Standard,,15.001,5.663,"",11.07,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
6,Standard,,Inf,4.462,"",10.8785,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
7,Standard,,-19.3885,2.029,"1.67,32.9",10.65,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
8,Standard,,40.8155000000001,7.625,"1.75,44.7",12.245,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
9,Standard,,-29.4425,0.25,"",12.245,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
10,Standard,,291.594,3.375,"1.79,47.4",13.63,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
11,Standard,,-88.25,0.25,"",13.63,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
12,Standard,,150.123,2.548,"1.79,47.4",14.66,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
13,Standard,,-200.4125,27.21,"",14.66,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
14,Standard,,Inf,Inf,"",21.6,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
