Surface,TypeName,Comment,Radius,Thickness,Material,SemiDiameter,Conic,A2,A4,A6,A8,A10,A12,A14,A16
0,Standard,,Inf,Inf,"",Inf,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1,Standard,,43.3202399999999,2.68,"1.80,35.0",7.915,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2,Standard,,-66.20471,1.1,"1.60,38.0",7.915,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
3,Standard,,15.628,0.42,"",7.395,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
4,Standard,,16.72176,2.02,"1.88,40.8",6.78,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
5,Standard,,31.69635,4.17,"",6.62,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
6,Standard,,Inf,4.72,"",6.3595,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
7,Standard,,-13.20496,1.1,"1.75,27.5",6.57,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
8,Standard,,39.1269999999999,3.33,"1.83,42.7",7.44,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
9,Standard,,-24.847,0.12,"",7.44,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
10,Even Asphere,,-63.2211900000001,3.35,"1.83,37.1",7.49,-21.3807,0,-2.231688e-05,1.1154082e-07,-1.6802243e-09,1.1278013e-11,0,0,0
11,Even Asphere,,-18.81276,35.75,"",7.49,0.70151,0,1.530636e-05,1.8595495e-07,-1.8656923e-09,1.3794272e-11,0,0,0
12,Standard,,Inf,2,"1.00,64.2",21.25,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
13,Standard,,Inf,1,"",21.25,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
14,Standard,,Inf,Inf,"",21.6,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
