Field,Poly,0.4861,0.5876,0.6563
0.0,1.08236,0.93104801,1.2603815,1.0291247
2.5133333,1.1009941,0.9533322,1.2745632,1.0408034
5.0266667,1.1541846,1.0169059,1.3153135,1.0743258
7.54,1.2344462,1.1129695,1.3773812,1.1252392
10.053333,1.3308308,1.2290992,1.4523472,1.1863469
12.566667,1.4298764,1.3503041,1.528873,1.2478948
15.08,1.5158897,1.4590456,1.592824,1.2977313
17.593333,1.5709261,1.5349115,1.6273875,1.3216127
20.106667,1.5751464,1.5547459,1.6135847,1.3041915
22.62,1.5089982,1.4947438,1.5323837,1.2323856
25.133333,1.3623424,1.340331,1.3729499,1.1073764
27.646667,1.1727297,1.1321934,1.1669273,0.9882627
30.16,1.1575171,1.1402731,1.1127513,1.0899499
32.673333,1.7308829,1.8466604,1.6194989,1.677316
35.186667,3.0413631,3.3693779,2.8325307,2.8154178
37.7,5.2220624,5.8848918,4.8340682,4.6086273
