Field,Poly,0.4861,0.5876,0.6563
0.0,0.62269034,0.77269529,0.65165967,0.37618005
0.94666667,0.61400717,0.76020421,0.6416244,0.3683447
1.8933333,0.59653051,0.73263175,0.6194896,0.35162281
2.84,0.58712843,0.71084558,0.60174469,0.3387375
3.7866667,0.59622315,0.7112115,0.60081881,0.33799684
4.7333333,0.62236432,0.73707306,0.61883372,0.35174202
5.68,0.65429456,0.77729795,0.64670492,0.37426613
6.6266667,0.68018946,0.81687788,0.67220601,0.39520414
7.5733333,0.70219167,0.85643257,0.69520872,0.41405778
8.52,0.74278254,0.92010612,0.7341329,0.44845671
9.4666667,0.83325929,1.0402035,0.81436402,0.52391085
10.413333,0.97957738,1.219864,0.93674687,0.63932981
11.36,1.1429421,1.4158148,1.0607518,0.75164847
12.306667,1.3139732,1.6264272,1.1807031,0.85383878
13.253333,1.7241712,2.1428903,1.5482967,1.1822221
14.2,3.2307249,3.9766881,3.0035579,2.4834164
